gage,area_sqkm
02373500,795.127
02374745,471.378
02374660,852.107
02374500,455.838
02376033,10740.689
02374950,499.868
02376000,195.026
02375000,854.697
02384500,652.677
02384000,279.719
02385500,103.6
02386000,42.735
02386500,38.332
02382200,308.209
02381950,16.576
02379000,223.775
02383000,15.98
02381600,25.874
02382300,367.779
02388320,42.994
02388000,94.276
02395980,4664.572
02395000,4232.044
02394958,409.218
02394820,109.039
02392975,89.614
02389150,339.289
02388975,252.006
02389300,56.203
02390000,230.509
02390475,176.637
02391540,189.587
02392360,146.334
02393419,38.332
02393377,9.324
02394670,3483.537
02392780,360.009
02394000,2905.969
02400100,652.677
02398300,947.936
02398037,727.787
02398250,175.083
02398195,24.683
02397830,34.447
02397000,10463.56
02406500,388.498
02403310,494.688
02401700,102.823
02405500,499.868
02401450,25.589
02406000,261.589
02404400,1245.785
02401500,655.267
02408500,603.468
02407514,367.779
02411000,26164.079
02413400,17.793
02413000,246.308
02412000,1160.316
02411800,52.318
02412177,24.346
02414525,55.167
02414000,3768.435
02414500,4338.233
02414715,5330.199
02416500,505.048
02418760,118.622
02419890,12033.094
02421115,153.586
02422500,525.768
02422000,631.958
02421500,318.569
02424940,569.798
02423800,380.729
02423496,585.338
02423630,187.256
02423400,63.196
02423397,44.03
242340550,8.262
02423647,1535.864
02425500,546.488
02428300,34.188
02429500,56894.31
02430880,49.469
02430085,40.663
02429949,109.298
02429955,108.78
02431410,173.374
02437600,73.556
02430038,23.258
02437500,5622.868
02441390,11499.556
02430000,173.27
02434000,287.489
02436000,375.549
02437810,290.079
02437800,33.929
02449245,111.888
02445000,290.079
02444000,326.339
02449400,30.562
02447000,1991.702
02445290,357.419
02448500,2841.219
02448000,2012.422
02447500,1155.136
02450180,1261.325
02450000,927.216
02454055,370.369
02454000,347.059
02453390,30.562
02453835,6.941
02452500,2569.27
02450250,238.538
02450825,261.589
02450500,932.396
02460500,216.264
02460000,190.623
02457670,237.502
02457595,134.42
02457000,61.901
02455280,481.738
02454995,33.67
02458148,10.619
02462840,226.106
02462800,117.327
02461640,159.025
02463587,119.658
02464360,148.147
02464146,15.954
02462990,21.704
02461630,18.907
02462500,10310.75
02464500,963.476
02465400,144.78
02465205,9.453
02465200,9.609
02469550,156.435
02467000,39846.996
02467200,349.649
02470000,49119.16
02469800,424.758
02471000,318.569
02471013,26.936
02378500,143.226
02471078,42.735
02476600,885.777
02477000,2377.611
02473000,4527.303
02479310,21248.278
02479200,64.491
02479948,23.88
02479950,22.119
02480500,239.315
02481500,655.267
02481570,401.448
02408000,23750.208
02402500,18308.639
02362000,3486.127
02416000,6423.175
02418000,7728.53
02389500,73.815
02395500,37.037
02426500,517.998
02449500,23128.611
02451500,1357.155
02435000,257.704
02431500,1828.533
02478000,1310.535
02427000,758.867
02355500,10.023
02356500,48.692
02480000,217.559
02446000,1069.666
02413500,1530.684
02412500,2051.272
02354000,22.015
02367500,295.259
02360000,224.811
02404500,1284.635
02463000,62.678
02427500,53449.624
02470500,111025.101
02466000,15001.222
02454500,380.729
02374000,6462.025
02405000,19847.093
02439000,1222.475
02445500,730.377
02403200,313.389
02463200,75.887
02401800,238.797
02398500,981.606
02370300,102.305
02376700,60.088
02370750,7.64
02434250,77.959
02400000,300.439
02469600,198.393
02359350,104.895
02343700,36.26
02437900,37.037
02407900,32.893
02342200,17.275
02421300,27.713
02399800,39.886
02427300,26.677
02407500,249.934
02434500,49.469
02433530,17.094
02450200,33.67
02468000,161.356
02367320,160.579
02367250,173.529
02414800,20.642
02367305,58.793
02463500,279.719
02337100,10.878
02473480,78.736
02344000,21600.517
02423000,44275.879
02404000,717.427
02442000,336.699
02428500,639.728
02469500,297.849
02470100,505.048
02339000,471.378
02377500,238.797
02426000,247.085
02334500,2745.389
02344300,43.253
02394950,64.75
02365237,13.183
02358998,5.284
02392500,155.399
02365490,17.819
02365482,429.938
02462980,9.661
02444500,15384.541
02367000,169.903
02449000,22356.794
02429595,246.567
02329542,56.721
02358685,6.345
02367355,157.471
02329700,24.605
02327016,12.199
02450215,67.34
02463510,292.669
02449775,284.899
02330300,211.602
02367390,57.757
02443710,29.785
02368300,20.124
02430012,176.637
02471065,18.855
02366900,29.008
02327017,137.01
02350300,95.312
02463900,38.85
02462600,13.779
02401460,37.037
02410000,12.717
02468500,665.627
02326828,10.308
02326845,44.289
02327012,54.131
02388300,38.073
02339225,155.917
02377960,146.593
02466500,442.888
02479955,7.381
02479960,8.21
02376140,29.008
02371470,11.474
02352967,40.145
02401370,116.55
02401470,57.757
02364570,67.858
02356980,271.949
02338400,146.852
02338185,87.542
02427700,252.524
02455500,1616.154
02396000,4711.192
02337160,76.146
02337320,71.225
02465080,29.526
02332830,47.397
02479431,52.836
247100550,60.088
02423190,101.787
02419977,22.766
02429900,70.189
02441000,2398.331
02335075,25.356
02403395,574.978
02429980,5.206
02358784,26.936
02440500,1307.945
02473460,264.179
02444490,136.233
02354440,163.169
02456998,8.055
02344325,28.749
02423398,50.246
02382610,37.555
02394612,99.197
02394515,344.469
02383180,564.618
02336658,16.524
02336644,10.049
02359051,3123.528
02430615,28.749
02424590,3833.185
02455900,1831.123
02398950,110.852
02342070,1173.11
02341910,165.241
02341725,169.644
02418500,8619.487
02388900,180.522
02341505,12095.253
02397410,169.126
02479560,1455.574
02458300,67.34
02473500,616.418
02407000,21735.196
02337040,678.577
02336240,71.484
02336120,90.132
02449882,33.67
02479945,81.533
02344605,98.679
02397500,297.849
02377570,497.278
02364500,3061.368
02470072,27.195
02378170,12.898
02423586,70.189
02335870,79.513
02479130,919.446
02336840,253.042
02467500,1572.124
02353400,468.788
02399200,515.408
02420000,39075.179
02378300,42.994
02438000,717.427
02465493,83.657
02418230,184.666
02338660,328.929
02365500,9062.375
02336000,3755.486
02349900,123.025
02355350,2693.59
02458450,86.765
02481510,797.717
02427250,675.987
02329342,44.807
02385170,455.838
02453000,468.788
02334578,13.105
02401000,471.378
02479980,20.927
02413210,634.548
23312495,243.2
02336360,68.894
02475500,955.706
02466030,15047.842
02368500,318.569
02354800,2589.99
02339495,223.775
02344700,261.589
02331600,815.847
02455185,93.499
02472500,787.357
02366996,101.269
02337500,91.945
02456000,209.53
02464000,577.568
02387000,1779.323
23358685,32.556
02358789,1201.755
02391840,21.575
02338500,6941.173
02461500,135.974
02336152,14.556
02384540,21.342
02381090,159.543
02335910,48.174
02469525,45291.155
02478500,6967.073
02425000,4573.922
02338523,43.512
02474560,6583.755
02424000,2659.92
02413300,1051.536
02408540,681.167
02336517,19.788
02376293,68.635
02455980,70.966
02330450,115.773
02329500,613.828
02388500,5477.829
02392000,1587.664
02475000,9052.015
02400680,143.485
02342850,313.389
02446500,1367.515
02433500,3175.328
02343225,764.047
02342500,833.977
02357150,1478.884
242354750,66.304
02477500,4273.483
02350600,510.228
02335700,186.479
02387600,162.133
02388350,580.158
02465292,27.713
02344478,33.411
02335350,22.973
02350512,10049.161
02353265,779.587
02374700,1126.646
02456500,2292.141
02471001,323.749
02380500,611.238
02419000,862.467
02443500,1851.843
02357000,1269.095
02330150,5387.179
02387500,4149.164
02359000,2022.782
02423500,595.698
02448900,409.218
02344350,328.929
02395120,85.729
02330400,406.628
02398000,497.278
02346310,24.631
02423414,121.73
02344500,704.477
02350900,1364.925
02423425,520.588
02344872,2056.452
02411930,704.477
02353500,1605.794
02369600,3470.587
02351890,937.576
02383500,2152.282
02392950,66.045
02455000,784.767
02336728,87.801
02337170,5335.379
02480002,21.29
02336635,81.585
02341460,11991.654
02336410,97.643
02423555,867.647
02423380,362.599
02373000,1217.295
02423130,51.023
02335757,266.769
02336526,34.706
02397530,11297.536
02326900,1385.645
02328522,2595.17
02329000,2952.589
02335790,41.699
02346500,481.738
02350500,9997.361
02349500,7510.971
02368000,1616.154
02367800,1193.985
02376500,1020.456
02361000,1776.733
02372500,3480.947
02371500,1294.995
02374250,6891.963
02385000,224.552
02391500,165.241
02401390,365.189
02409500,25459.602
02415000,492.098
02421000,751.097
02430680,339.289
02433000,870.237
02436500,1605.794
02435500,701.887
02438500,792.537
02447026,18725.628
02465500,190.623
23432415,19321.325
04023600,22.015
04035500,1737.883
04043244,26.418
04068000,1390.825
04066800,9582.963
04066000,8054.869
04073050,190.364
04084475,15488.14
04106000,2615.89
04115000,1124.056
04125200,502.458
04137000,3677.786
04189500,1667.954
04218450,105.672
04234232,43.512
04240010,284.899
04247000,3726.996
04252500,735.557
04015410,25.641
04134000,476.558
04135000,3206.408
04190000,1958.032
423205023,372.959
04267500,2426.821
04014500,362.599
04015330,216.523
04015500,75.11
04024081,12.691
04027500,779.587
04026450,212.379
04028500,255.373
04026870,57.757
04031000,517.998
04037500,131.312
04034500,525.768
04035000,704.477
04045500,2046.092
04085395,282.309
04071775,2543.37
04061500,1546.224
04062400,818.437
04062300,621.598
04067651,10541.259
04064000,1320.895
04065393,160.061
04067000,9634.763
04059000,2253.291
04057800,118.363
04057510,473.968
04073468,138.564
04073405,100.751
04079000,5853.377
04074950,1199.165
04093000,321.159
04087242,510.228
40863075,133.125
04087170,2258.471
04099510,274.539
04102533,12095.253
04105500,2134.152
04115265,102.823
04116500,1367.515
04117500,997.146
04121970,5990.647
04121300,629.368
04126200,461.018
04124000,2219.621
04127800,175.86
04055000,1823.353
04057000,782.177
04046000,72.52
04132500,600.878
04137005,4138.804
04136500,3524.976
04135600,196.839
04139500,147.111
04139000,76.923
04156500,6552.675
04153500,357.419
04145000,1649.824
04144000,945.346
04151000,1838.893
04159900,437.708
04164050,128.723
04161540,183.63
04163400,42.735
04162400,113.442
04168000,215.487
04167625,141.154
04166470,174.306
04173000,1351.975
04172000,797.717
04171500,87.283
04174500,1888.103
04175340,176.119
04195820,1279.455
04196000,229.991
04200430,450.658
04201500,691.527
04203000,200.983
04206420,70.448
04206448,45.325
04204500,81.844
04208700,59.829
04215000,249.675
04217000,442.888
04231500,6402.455
04249910,43.771
04240120,77.441
04249000,13208.949
04265000,862.467
04270510,391.088
04264331,773889.012
04012500,290.079
04010510,18.13
04016000,396.268
04018000,442.888
04017000,228.696
04018900,103.6
04015455,47.915
04023000,1942.492
04026000,396.268
40263491,169.385
04026349,55.685
40263205,97.384
04026190,70.966
04024314,12.95
04024315,11.836
04027000,1546.224
04030000,683.757
04029990,678.577
04029500,248.639
04029000,202.019
04043050,72.52
04043000,1825.943
04040500,442.888
04043150,167.572
04043238,17.457
40445315,5.439
04085281,284.899
40860041,1105.926
04085480,70.966
04085746,62.937
40857005,24.605
04085200,328.929
04071858,347.059
04071000,1825.943
04069530,2848.989
04065600,43.512
04064500,1380.465
04066500,660.447
04063500,4661.982
04063000,4558.382
04058100,543.898
04057820,189.846
04058300,36.778
04057814,174.565
04073500,3574.186
04073365,2491.57
04073462,7.899
04077400,2113.432
04077000,2040.912
04075500,1595.434
04075000,1256.145
04074548,147.111
04076000,241.387
04080000,1313.125
04081000,686.347
04084200,13.209
04085046,118.622
04084500,15565.84
04084445,15410.44
40851378,375.29
04085108,116.032
04085118,12.484
40851325,53.82
40844215,7.848
04072150,279.719
04095300,140.118
04087240,492.098
04087257,99.715
04086360,1118.876
04086150,357.419
04087120,318.569
40871472,13.986
04087050,20.72
04087060,5.025
04087119,26.677
04086443,8.806
04086152,30.303
40871475,5.827
40871478,15.799
04101000,8728.266
04099750,934.986
04099000,4832.921
04097500,3496.486
04097170,176.637
04100000,328.929
04100500,1538.454
04096325,28.231
04100377,93.499
04100252,49.728
04100222,367.779
04097200,18.881
04108660,5050.48
04108000,3807.285
04106300,58.016
04103500,1162.906
04114000,3587.136
04109000,450.658
04110000,126.91
04120293,62.678
04122200,1051.536
04120500,127.428
04125550,3758.075
04125500,650.087
04125460,634.548
04124200,2636.61
04125210,12.173
04127000,471.378
04053000,295.259
04056000,833.977
04052500,31.08
04053500,51.8
04128500,1548.814
04128000,512.818
04127997,497.278
04137500,4503.993
04140000,55.426
04143500,261.589
04157500,174.306
04152238,414.398
04154500,1546.224
04145500,230.509
04148500,2476.03
04148295,295.259
04148720,53.872
04148160,16.654
04151500,2178.182
04150800,1670.544
04157005,15695.339
04160398,440.298
04160625,551.668
04160600,391.088
04159488,53.354
04160570,46.62
04164300,33.67
04164450,14.996
04164200,25.9
04164250,22.326
04165200,41.44
04161100,46.361
04166000,86.247
04168580,25.9
04166200,24.579
04166040,44.03
04170500,383.319
04174518,28.231
04169500,148.406
04177000,388.498
04176000,1199.165
04176500,2698.77
04180500,2745.389
04178000,1579.894
04177500,1020.456
04177810,253.819
04179520,233.617
04177720,97.125
04181000,916.856
04180988,880.597
04184000,5892.227
04183500,5514.089
04185500,1906.233
04185000,1061.896
04187500,414.398
04186500,859.877
04190500,13.313
04189950,1929.543
04189000,896.137
04188496,132.089
04195500,1108.516
04194500,872.827
04195825,7.64
04195000,116.809
04197300,171.457
04196800,593.108
04196500,771.817
04197100,385.909
04197450,213.415
04197000,2004.652
04199000,960.886
04199155,57.239
04200050,212.12
04199750,352.239
04201404,15.514
04206500,1509.964
04206250,1238.015
04206000,1046.356
04206416,42.476
04206029,44.548
04208501,35.742
04206038,8.055
04206021,15.203
04204000,44.807
04205000,25.175
04207016,9.946
04209000,637.138
04209500,221.185
04211500,212.379
04210000,66.304
04211820,1429.674
04213000,453.248
04213040,6.553
04215500,349.649
04214500,367.779
04214400,199.17
04214200,96.348
04217500,598.288
04218592,11.007
04219767,183.889
04222900,120.435
04221600,118.881
04221720,224.552
04227000,867.647
04224650,151.255
04232000,6428.355
04231000,336.699
04230650,5723.878
04227500,3688.146
04228900,26.159
04228500,4351.183
04230500,530.948
04232047,261.589
04232040,114.996
423204920,24.605
04249200,213.674
425040001,49.469
04250750,354.829
04237575,8174.008
04234200,166.277
04232730,2033.142
04232482,536.128
04232200,102.046
04233255,224.552
04233286,69.93
04234000,326.339
423401815,227.142
04234018,211.602
04235299,274.539
04240200,218.336
04237962,91.427
423368620,76.923
424016975,15.126
424016825,9.557
424015305,6.32
04240145,8.133
424016205,9.661
04234055,8.288
04246500,3579.366
04245250,151.773
04245200,83.398
04244000,171.716
04243500,292.669
04242500,486.918
04241500,192.436
04241200,528.358
04245840,103.082
04258500,230.509
04254000,391.088
04255000,167.054
04258000,753.687
04257500,582.748
04260500,4827.741
04262500,668.217
04262000,670.807
04265100,84.434
04264700,122.766
04265432,1548.814
04266500,1867.383
426545295,49.728
04265605,7.64
04268230,3097.628
04269000,1585.074
04268800,442.888
04268390,56.98
04269050,41.44
04270000,341.879
04270500,290.079
04122150,6941.173
04188400,603.468
04191500,6003.597
04268700,606.058
04236500,196.321
04065000,6267.776
04250000,49.21
04025000,292.669
04214000,1206.935
04076500,422.168
04264500,72.779
04205500,114.996
04198500,221.444
04188000,800.307
04054000,38.85
04055500,90.65
04052000,181.299
04160050,1771.553
04042000,942.756
04210500,650.087
04194000,515.408
04239500,246.049
04223500,2613.3
04072000,157.212
04146500,1217.295
04131000,204.609
04148000,1535.864
04159000,243.718
04104500,461.018
04191000,54.908
04133000,442.888
04028000,159.025
04104000,173.529
04083500,203.055
04054500,238.279
04083000,215.228
04026500,271.949
04109500,142.449
04188500,142.449
04032500,254.078
04163000,65.268
04220500,186.738
04020000,657.857
04096500,155.399
04141500,134.679
04268200,110.852
04125000,331.519
04225500,479.148
04160000,538.718
04164400,32.893
04079700,14.426
04270700,277.129
04026300,87.801
04163500,59.311
04221820,1667.954
04097060,69.93
04063640,72.002
04213410,204.609
04164010,24.76
04213450,77.7
04232630,35.742
04269500,494.688
04057900,89.096
04222000,160.579
04220470,98.42
04270800,101.787
04258700,251.747
04234270,61.642
04062270,598.288
04254500,940.166
04164350,38.591
04125450,624.188
04049500,883.187
04172500,204.868
04019500,290.079
04164150,232.063
04042500,419.578
04164360,93.499
04218500,187.774
04221500,797.717
04105800,98.679
04075200,20.953
04072750,34.706
04179500,226.106
04123500,318.569
04123000,328.929
04121000,919.446
04138000,217.559
04212000,1504.784
04080950,65.009
04233678,7.071
04148200,31.339
04058000,331.519
04098500,497.278
04233700,104.377
04225000,406.628
04102850,378.139
04112904,11.007
04119300,13545.648
04059400,101.01
04081800,27.454
04087018,49.21
04096312,53.354
04096340,372.959
04026347,15.281
04024093,22.87
04269043,202.019
04019300,42.217
04019000,169.126
04079602,58.534
04087040,157.057
04205700,153.327
04131500,227.66
04212500,313.389
04085425,274.539
426545290,44.03
04065500,613.828
04175700,691.527
04150000,616.418
04113097,31.339
04058500,321.159
04085813,96.348
04096272,109.816
04138500,398.858
04129500,360.009
04044595,22.222
04065300,145.298
04044583,11.733
04044573,23.414
04044563,44.03
04201300,308.209
04196200,217.041
04213492,182.335
04095050,8.806
04179000,1976.162
04031500,442.888
04158500,137.787
04058130,35.742
04058400,97.125
04140500,303.029
04102320,505.048
04102420,805.487
04147990,89.873
04148440,140.895
04085845,243.718
04023150,53.872
04024015,23.31
04021530,252.006
04072220,8.91
04245000,221.444
04240150,20.875
04044400,133.125
04016500,758.867
04100465,113.442
04162900,60.865
04096600,758.867
04197020,44.03
04232046,76.405
04018750,1846.663
40590345,2400.921
04158000,87.801
04085059,15824.839
04096400,520.588
04161500,99.715
04159500,1243.195
04094500,193.213
04216500,57.239
04010530,42.735
04135500,284.899
04199287,290.079
04122000,6215.976
04072410,125.356
04061000,1007.506
04174800,2090.122
04118000,2002.062
04175957,424.758
04062100,172.234
04235276,49.21
04085109,121.73
04071795,92.722
04057004,3742.536
04120250,14291.565
40734644,93.758
04121900,313.389
04096900,419.578
04086175,24.216
04206215,9.117
04206210,7.278
04206208,31.08
04235500,533.538
04217750,148.924
04086305,12.691
04086250,22.326
408543802,16.058
40854555,51.722
04086125,36.001
04083425,14.763
04100295,27.713
04182810,36.26
04024098,19.943
04200000,562.028
04121650,4535.072
423205025,391.088
04208690,58.534
04168530,1061.896
04143900,216.782
04099808,252.783
04099850,80.29
04096100,44.548
04010528,24.087
04086340,383.319
04086200,140.118
04086265,673.397
04106906,3263.387
04010520,17.353
04164980,119.658
04126802,116.809
407809265,197.616
04085330,388.498
04087047,7.511
04075365,167.054
04087048,8.029
04085119,38.332
04160900,205.127
04160800,54.131
04240503,743.327
04220250,80.29
04108670,5164.44
04155000,745.917
04072845,336.699
04102776,214.969
04111500,42.217
04103010,691.527
04176605,132.089
04062200,344.469
04166750,157.212
04127918,523.178
04233000,91.168
04206043,66.304
04039500,901.317
04206212,14.452
04206220,79.513
04240180,116.809
04043140,9.065
04043126,43.512
04161580,66.304
04117000,19.684
04043275,82.362
04240300,297.849
04159010,323.749
04026390,58.534
04232100,118.881
04166300,45.325
04166100,227.66
04170000,341.879
04240100,25.9
04240105,31.339
04032000,675.987
04203900,862.467
04216000,682980.363
04263000,2553.73
422026250,26.159
04024000,8883.666
04182900,4988.321
04102500,1010.096
04108800,170.421
04188337,365.189
04150500,929.806
04044724,209.789
04159492,1201.755
04097540,274.539
04060500,238.538
04188433,48.692
04128990,149.442
04201495,23.051
04127917,520.588
04164100,56.462
04176400,245.013
04106500,121.212
04112850,208.753
04096015,209.012
04087000,1781.913
04107850,3962.685
04270200,232.322
04106320,33.67
04207200,217.3
04212100,1774.143
04231600,6407.635
04062000,1634.284
04168660,49.987
04101800,660.447
04085427,1362.335
04085068,51.541
04202000,391.088
04066003,8132.569
04247055,12828.22
04065106,6397.275
04058200,61.124
04164800,106.19
04096405,533.538
04180000,699.297
04230380,102.305
04218518,206.422
04059500,1165.496
04146000,143.226
04121944,893.547
04021520,191.659
04106400,48.433
04033000,424.758
04069416,2641.79
04136000,2869.709
04200500,1025.636
04024430,1087.796
04218000,903.907
04165500,1901.053
04080798,103.6
04237496,8106.669
04135700,1038.586
04112500,919.446
04164500,515.408
04175600,341.879
04086600,1572.124
04173500,331.519
04239000,229.214
04111000,1711.983
04067500,10178.661
04198000,3240.077
04235000,505.048
04040000,3470.587
04167000,258.74
04142000,828.797
04161820,800.307
04114498,725.197
04144500,1393.415
04010500,1577.304
04208000,1831.123
04232050,74.851
04062500,1699.033
04232034,101.528
04164000,1149.956
04025500,305.619
04101500,9494.903
04118500,606.058
04126740,323.749
04087204,64.75
04087070,51.023
04122100,43.253
04104945,125.097
04116000,7355.572
04226000,176.896
04182000,1973.572
04221000,745.917
04224775,230.25
04119000,12690.951
04094400,41.699
04096515,126.133
04181500,1608.384
04113000,3185.688
04067958,1157.726
04133501,1517.734
423205010,367.779
04078500,994.556
04086000,1082.616
04166500,484.328
04108600,184.925
04250200,616.418
04112000,24.191
04086500,310.799
04147500,1372.695
04087214,38.073
04124500,155.399
04063700,360.009
04087220,127.428
04256000,229.732
04227995,186.479
04161000,318.569
04082400,13752.847
04060993,947.936
04156000,6215.976
04065722,7510.971
40869416,34.913
04087159,48.692
04187100,331.519
04149000,2986.258
04182950,4998.681
04208502,91.427
04119160,130.794
04087088,46.879
04119055,120.694
04229500,507.638
04152500,1261.325
04213075,11.525
04185440,10.956
04233300,101.01
04235250,264.179
04199500,678.577
04105700,100.751
04213376,85.211
04087030,89.873
04126970,365.189
04184500,533.538
04197170,89.614
04155500,1010.096
04136900,3918.655
04148140,257.445
04121500,3711.456
04105000,624.188
04216418,199.17
04213500,1129.236
04111379,422.168
04073473,271.949
04122500,1763.783
04188100,906.496
04094000,171.457
04208460,46.361
04056500,2848.989
04154000,1077.436
04213152,96.607
04102700,216.523
04101370,98.42
04208504,2040.912
40851385,16394.637
04159130,576013.776
04165710,592589.712
04073970,227.919
04130500,805.487
04015475,274.539
04071765,2501.93
04069500,2797.189
04062011,2641.79
04065397,235.171
04077630,295.259
04074538,119.917
04098000,228.955
04126000,4343.413
04127565,378.139
04146063,572.388
04164600,57.498
04178500,1901.053
04183000,5094.51
04193500,16394.637
04192500,14361.495
04201400,380.729
04223000,2548.55
04235150,80.29
04253000,111.629
04263500,4045.564
04268000,2913.739
04232650,1921.773
03012600,5757.548
03016000,9479.363
03045000,445.478
03049000,354.829
03062400,28.749
03070260,2709.13
03086000,50504.805
03104500,2051.272
03088500,453.248
03114500,1188.805
03129000,6327.346
03116500,1126.646
03128690,21.808
03133500,512.818
03149500,196.062
03192000,3408.427
03197500,3338.497
03199400,823.617
03202400,795.127
03209300,1434.854
03208500,740.737
03271620,7062.903
03247500,1232.835
03245500,3115.758
03260015,16.55
03282120,7552.411
03290500,16006.138
03320000,19595.864
03329500,10538.669
03332555,4558.382
03377500,74164.364
03401428,33.67
03407804,11.189
03430100,2310.271
03386000,5.128
03382500,2722.079
03383500,732.967
03042000,499.868
03035000,831.387
03057300,74.592
03220000,461.018
03423152,321.159
03423400,88.837
03010500,1424.494
03021410,135.456
03030500,2463.08
03032500,1367.515
03070000,2424.231
03084500,144.78
03084800,46.62
03074500,190.882
03075500,347.059
03082237,236.129
03110000,380.729
03095500,252.524
03098513,203.055
03094000,1489.244
03112000,730.377
03159534,57.498
03159555,97.125
03154000,530.948
03155500,1173.265
03156400,124.838
03125900,94.794
03117500,655.267
03124000,776.997
03136000,2455.311
03131300,779.587
03132500,450.658
03140000,70.448
03142500,1890.693
03146405,624.188
03169500,647.498
03164500,3040.648
03176500,9764.262
03180000,11970.934
03181500,1051.536
03190400,945.346
03197000,2965.539
03196100,125.615
03198500,1010.096
03228750,168.09
03226000,1090.386
03219000,241.646
03227200,4177.654
03202490,106.967
03209200,1362.335
03212500,5552.939
03212000,266.769
03267500,683.757
03267600,62.16
03266000,1683.493
03263500,367.779
03267700,47.138
03273000,349.649
03272800,310.799
03276000,984.196
03275600,517.998
03202000,1515.144
03201988,398.858
03201980,258.222
03237255,554.258
03242200,201.501
03277200,215409.468
03250190,218.854
03249000,1849.253
03281000,1390.825
03281500,1869.973
03283500,937.576
03287500,14014.436
03284000,10243.41
03308500,4333.053
03307100,686.347
03305500,94.017
03313000,2439.771
03321210,367.779
03324000,681.167
03324300,1100.746
03325500,344.469
03333700,631.958
03337500,176.119
03343000,35498.403
03342000,34086.858
03378550,269.359
03380350,538.718
03347000,624.188
03348100,253.301
03353910,124.32
03351072,42.217
03360500,12141.873
03374000,28813.639
03374100,29279.837
03362000,277.129
03373530,90.132
03372500,1118.876
03376260,55.167
03400990,574.978
03400500,213.156
03410600,2804.959
03433500,1059.306
03438000,631.958
03293510,155.658
03298200,551.668
03299000,619.008
03300000,222.48
03303205,323.749
03303000,1230.957
03015310,8109.259
03010000,1372.695
03009680,414.398
03010655,255.632
03015500,831.387
03011800,100.492
03015000,2113.432
03014500,502.458
03025500,15493.32
03018000,795.127
03020500,732.967
03016500,331.519
03015795,52.577
03019000,1214.705
03023100,2040.912
03022000,1546.224
03021500,538.718
03022554,118.104
03030852,3012.158
03029500,2090.122
03029000,784.767
03028500,528.358
03027500,189.587
03026500,20.306
03028000,163.169
03038000,494.688
03037525,86.247
03037500,77.7
03037400,24.294
03036500,23239.98
03036000,890.957
03034000,409.218
03033000,21727.426
03033225,76.664
03031950,19.114
03039000,720.017
03041500,1851.843
03041029,1756.013
03042280,148.665
03042700,27.195
03042200,19.062
03039925,8.935
03039930,8.495
03048500,4726.732
03045500,686.347
03047000,751.097
03049500,29551.786
03049807,148.406
03049676,20.901
03049819,34.706
03054500,2380.201
03052120,245.272
03052500,37.037
03051500,318.569
03050000,486.918
03056250,250.452
03050900,7.64
03055000,2455.311
03057000,3540.516
03060500,22.015
03058975,953.116
03058500,468.788
03058006,269.359
03057500,65.527
03063000,7044.773
03062213,6.242
03061500,300.439
03070350,2921.509
03069880,32.116
03069500,1859.613
03068600,352.239
03068500,318.569
03067510,155.658
03064500,105.413
03063500,94.276
03065200,48.174
03065050,24.993
03070500,517.998
03070415,6.475
03068610,13.209
03071500,3561.236
03085000,19002.757
03075070,13830.547
03072818,21.937
03072500,11414.086
03073030,16.084
03084000,11.37
03072840,344.469
03082500,3434.327
03081600,92.981
03081500,2750.569
03079000,989.376
03083000,7.951
03082120,35.664
03075670,13.157
03075905,33.929
03108000,461.018
03085217,10.282
03109500,1284.635
03110500,437.708
03086100,40.404
03109320,8.003
03104000,1574.714
03102000,468.788
03101500,432.528
03100000,393.678
03099500,2779.059
03097550,2211.851
03094500,1538.454
03093000,252.783
03092500,249.416
03087500,78.995
03087000,45.066
03089500,49.469
03089000,30.044
03105500,5788.628
03111585,98.679
03111500,318.569
03114000,347.059
03113700,12.846
03115500,668.217
03159870,103868.959
03151000,92268.394
03159540,404.038
03160007,34.447
03201500,136741.112
03159530,101890.207
03154500,206.422
03153500,2364.661
03153000,429.938
03151600,642.318
03151400,290.079
03152500,372.959
03152200,7.537
03154250,7.33
03151500,401.448
03159510,2478.62
03159246,326.339
03159000,269.359
03158200,295.259
03158000,38.332
03127000,730.377
03126000,315.979
03118500,445.478
03118000,111.629
03117000,1315.715
03116000,450.658
03123000,414.398
03115971,5.517
03115973,9.453
03122500,3638.936
03135000,701.887
03131000,101.01
03130500,14.09
03134000,310.799
03139500,1302.765
03137000,1178.445
03136175,154.104
03150300,19753.854
03150250,352.239
03148150,74.851
03150500,20582.651
03140500,12584.761
03144500,15521.81
03141870,180.004
03147500,1921.773
03147000,1740.473
03146500,1390.825
03145500,214.192
03145000,344.469
03171000,7166.502
03168000,5729.058
03167000,668.217
03166000,352.239
03161500,841.747
03167500,691.527
03170000,776.997
03164000,2955.179
03165500,3496.486
03178500,81.326
03175500,577.568
03172500,712.247
03176400,130.535
03175140,12.121
03177500,494.688
03184000,4203.554
03182700,370.369
03182500,1396.005
03180500,344.469
03181200,7.925
03182650,313.389
03185400,17487.612
03192500,3633.756
03191000,3136.478
03190000,745.917
03189100,1367.515
03189000,391.088
03187500,208.235
03187000,611.238
03186500,331.519
03192200,119.399
03189650,7.459
03187300,25.46
03189500,1761.193
03193000,21717.066
03197680,3460.227
03196500,321.159
03194700,688.937
03194000,442.888
03195100,134.161
03195250,120.176
03197440,71.743
03197790,113.183
